学校名称,学校标识码,主管部门,所在地,办学层次,备注,en-name(baidu),en-name(youdao)
石家庄经济职业学院,4113014047,河北省教育厅,石家庄市,专科,民办,Shijiazhuang Vocational College of Economics,Shijiazhuang vocational college of economy
冀中职业学院,4113014103,河北省,保定市,专科,,Jizhong Vocational College,Hebei central vocational college
石家庄人民医学高等专科学校,4113014158,河北省教育厅,石家庄市,专科,民办,Shijiazhuang People's Medical College,Shijiazhuang people's medical college
石家庄科技工程职业学院,4113014185,河北省,石家庄市,专科,,shijiazhuang vocational college for scientific and technical engineering,Shijiazhuang engineering vocational college of science and technology
河北劳动关系职业学院,4113014208,河北省,石家庄市,专科,,Hebei Vocational College of Labor Relations,Hebei vocational college of labor relations
石家庄科技职业学院,4113014213,河北省教育厅,石家庄市,专科,民办,Shijiazhuang Vocational College of Science and Technology,Shijiazhuang vocational college of science and technology
泊头职业学院,4113014259,河北省,沧州市,专科,,Botou Vocational College,Potow vocational college
宣化科技职业学院,4113014260,河北省,张家口市,专科,,Xuanhua Vocational College of Science and Technology,Xuanhua vocational college of science and technology
廊坊燕京职业技术学院,4113014280,河北省,廊坊市,专科,,Langfang Yanjing Vocational and Technical College,Langfang yanjing vocational and technical college
承德护理职业学院,4113014281,河北省,承德市,专科,,Chengde Vocational College of Nursing,Chengde nursing vocational college
石家庄幼儿师范高等专科学校,4113014328,河北省,石家庄市,专科,,Shijiazhuang Infant Teachers College,Shijiazhuang infant normal college
廊坊卫生职业学院,4113014335,河北省,廊坊市,专科,,Langfang Vocational College of Health,Langfang health vocational college
河北轨道运输职业技术学院,4113014396,河北省,石家庄市,专科,,Hebei Rail Transportation Vocational and Technical College,Rail transport in hebei vocational and technical college
保定幼儿师范高等专科学校,4113014460,河北省,保定市,专科,,Baoding Infant Teachers College,Baoding kindergarten teachers' college
河北工艺美术职业学院,4113014471,河北省,保定市,专科,,Hebei Vocational College of Arts and Crafts,Hebei vocational college of arts and crafts
渤海理工职业学院,4113014472,河北省教育厅,沧州市,专科,民办,Bohai Polytechnic Vocational College,The bohai vocational college of science and technology
唐山幼儿师范高等专科学校,4113014586,河北省,唐山市,专科,,Tangshan Infant Teachers College,Tangshan infant normal college
曹妃甸职业技术学院,4113014601,河北省教育厅,唐山市,专科,民办,Caofeidian Vocational and Technical College,Caofeidian vocational and technical college
山西大学,4114010108,山西省,太原市,本科,,Shanxi University,Shanxi university
太原科技大学,4114010109,山西省,太原市,本科,,Taiyuan University of Science and Technology,Taiyuan university of science and technology
中北大学,4114010110,山西省,太原市,本科,,North Central University,University of north
太原理工大学,4114010112,山西省,太原市,本科,,Taiyuan University of Technology,Taiyuan university of technology
山西农业大学,4114010113,山西省,晋中市,本科,,Shanxi Agricultural University,Shanxi agricultural university
山西医科大学,4114010114,山西省,太原市,本科,,Shanxi Medical University,Shanxi medical university
长治医学院,4114010117,山西省,长治市,本科,,Changzhi Medical College,Changzhi medical college
山西师范大学,4114010118,山西省,临汾市,本科,,Shanxi Normal University,Shanxi normal university.
太原师范学院,4114010119,山西省,太原市,本科,,taiyuan normal university,Taiyuan normal college
山西大同大学,4114010120,山西省,大同市,本科,,shanxi datong university,Shanxi datong university
晋中学院,4114010121,山西省,晋中市,本科,,Jinzhong University,Jinzhong college
长治学院,4114010122,山西省,长治市,本科,,changzhi university,Changzhi college
运城学院,4114010123,山西省,运城市,本科,,yuncheng university,Yuncheng institute
忻州师范学院,4114010124,山西省,忻州市,本科,,xinzhou teachers college,Xinzhou teachers college
山西财经大学,4114010125,山西省,太原市,本科,,Shanxi University of Finance and Economics,Shanxi university of finance and economics
山西中医药大学,4114010809,山西省,太原市,本科,,Shanxi University of Traditional Chinese Medicine,Shanxi university of TCM
吕梁学院,4114010812,山西省,吕梁市,本科,,Luliang University,Luliang college
太原学院,4114011242,山西省,太原市,本科,,Taiyuan College,Taiyuan institute of
山西警察学院,4114012111,山西省,太原市,本科,,Shanxi Police College,Shanxi police academy
山西应用科技学院,4114012779,山西省教育厅,太原市,本科,民办,Shanxi Institute of Applied Science and Technology,Shanxi institute of applied science and technology
山西大学商务学院,4114013533,山西省教育厅,太原市,本科,民办,Business College of Shanxi University,Shanxi university business school
太原理工大学现代科技学院,4114013534,山西省教育厅,太原市,本科,民办,"College of Modern Science and Technology, Taiyuan University of Technology",Taiyuan university of technology institute of modern science and technology
山西农业大学信息学院,4114013535,山西省教育厅,晋中市,本科,民办,Information College of Shanxi Agricultural University,"Shanxi agricultural university, institute of information"
山西师范大学现代文理学院,4114013537,山西省教育厅,临汾市,本科,民办,"College of Modern Arts and Sciences, Shanxi Normal University",Modern liberal arts college of shanxi normal university
中北大学信息商务学院,4114013538,山西省教育厅,太原市,本科,民办,"School of Information Business, Zhongbei University",North university information business college
太原科技大学华科学院,4114013597,山西省教育厅,太原市,本科,民办,"Chinese Academy of Sciences, Taiyuan University of Science and Technology","Taiyuan university of science and technology, Chinese academy of sciences"
山西医科大学晋祠学院,4114013598,山西省教育厅,太原市,本科,民办,Jinci College of Shanxi Medical University,"Jin temple, shanxi medical university college"
山西财经大学华商学院,4114013608,山西省教育厅,太原市,本科,民办,Chinese Business School of Shanxi University of Finance and Economics,Shanxi university of finance and economics institute of Chinese businessman
山西工商学院,4114013691,山西省教育厅,太原市,本科,民办,Shanxi Technology and Business University,Shanxi industrial and commercial college
太原工业学院,4114014101,山西省,太原市,本科,,Taiyuan Institute of Technology,Taiyuan institute of industrial
山西传媒学院,4114014434,山西省,太原市,本科,,Communication University of Shanxi,Shanxi institute of media
